# ----------------------------------------
# Gorilla Gadgets
# User Explorer
# 20210801-20210906
# ----------------------------------------

Client Id,Sessions,Avg. Session Duration,Bounce Rate,Revenue,Transactions,Goal Conversion Rate
1541479433.1630293290,2,00:00:09,0.00%,$0.00,0,0.00%
1545922711.1629488981,2,00:04:07,0.00%,$0.00,0,50.00%
1549059130.1614787908,2,00:00:00,100.00%,$0.00,0,0.00%
1549392970.1627851934,2,00:00:00,100.00%,$0.00,0,0.00%
1554241844.1630862457,2,00:00:47,50.00%,$0.00,0,0.00%
155531365.1603508507,2,00:00:00,100.00%,$0.00,0,0.00%
1557073606.1627994035,2,00:00:00,100.00%,$0.00,0,0.00%
1559158302.1628218779,2,00:00:00,100.00%,$0.00,0,0.00%
1567968733.1628921218,2,00:09:03,50.00%,$15.65,1,100.00%
1569738511.1627865249,2,00:00:00,100.00%,$0.00,0,0.00%
1570530906.1628471973,2,00:00:00,100.00%,$0.00,0,0.00%
1572098046.1628791076,2,00:00:00,100.00%,$0.00,0,0.00%
1572266808.1628792027,2,00:00:00,100.00%,$0.00,0,0.00%
1573060371.1626881666,2,00:03:20,0.00%,$10.27,1,100.00%
157643490.1628825402,2,00:00:00,100.00%,$0.00,0,0.00%
1578066905.1628634741,2,00:00:00,100.00%,$0.00,0,0.00%
1582679593.1630729844,2,00:00:00,100.00%,$0.00,0,0.00%
1584922457.1630017766,2,00:01:51,50.00%,$15.65,1,50.00%
1584938880.1629988129,2,00:00:00,100.00%,$0.00,0,0.00%
1585113601.1628008565,2,00:00:00,100.00%,$0.00,0,0.00%
1586614704.1629172854,2,00:00:00,100.00%,$0.00,0,0.00%
1587814967.1630452231,2,00:01:37,50.00%,$11.04,1,50.00%
1589389364.1628696433,2,00:00:00,100.00%,$0.00,0,0.00%
1589820688.1629742985,2,00:08:14,50.00%,$0.00,0,50.00%
1591741111.1628014687,2,00:00:00,100.00%,$0.00,0,0.00%
1593579399.1629630137,2,00:00:41,0.00%,$0.00,0,0.00%
1595630116.1630345020,2,00:00:00,100.00%,$0.00,0,0.00%
1595994818.1628213224,2,00:05:43,50.00%,$0.00,0,0.00%
1596124243.1626637079,2,00:00:00,100.00%,$0.00,0,0.00%
1597859668.1629035567,2,00:01:03,50.00%,$0.00,0,0.00%
1598337086.1629017226,2,00:00:00,100.00%,$0.00,0,0.00%
1598446157.1628026216,2,00:01:50,50.00%,$15.65,1,100.00%
1599325869.1628869932,2,00:00:07,50.00%,$0.00,0,0.00%
1600461017.1629284859,2,00:00:00,100.00%,$0.00,0,0.00%
1601982237.1629836291,2,00:00:00,100.00%,$0.00,0,0.00%
1602539879.1629159527,2,00:00:00,100.00%,$0.00,0,0.00%
1602745723.1630077575,2,00:00:00,100.00%,$0.00,0,0.00%
1603559430.1630552759,2,00:01:46,0.00%,$0.00,0,0.00%
1603922592.1628515776,2,00:00:00,100.00%,$0.00,0,0.00%
1607763423.1629326223,2,00:00:00,100.00%,$0.00,0,0.00%
1608677874.1629054000,2,00:00:00,100.00%,$0.00,0,0.00%
1609229231.1628043185,2,00:00:00,100.00%,$0.00,0,0.00%
1610074454.1628821679,2,00:06:14,50.00%,$0.00,0,0.00%
1611595460.1630086417,2,00:02:50,50.00%,$18.65,1,100.00%
1611977621.1630422745,2,00:00:00,100.00%,$0.00,0,0.00%
1612244694.1629816547,2,00:02:28,50.00%,$26.27,1,100.00%
1612778681.1629389075,2,00:02:06,50.00%,$0.00,0,50.00%
1614154954.1628568335,2,00:00:07,50.00%,$0.00,0,0.00%
1614209354.1630506956,2,00:00:31,0.00%,$0.00,0,0.00%
1615025014.1630516674,2,00:00:00,100.00%,$0.00,0,0.00%
161546774.1629036598,2,00:06:30,0.00%,$0.00,0,0.00%
1617839261.1629691322,2,00:02:47,50.00%,$0.00,0,50.00%
1617839796.1629318982,2,00:00:00,100.00%,$0.00,0,0.00%
1620321306.1628081518,2,00:06:04,0.00%,$234.43,2,200.00%
1620683489.1627228861,2,00:01:59,0.00%,$32.51,1,100.00%
1622033766.1628687523,2,00:01:17,0.00%,$0.00,0,0.00%
1628647865.1630678052,2,00:00:00,100.00%,$0.00,0,0.00%
1631501870.1628620838,2,00:00:00,100.00%,$0.00,0,0.00%
1631681476.1628815992,2,00:00:12,50.00%,$0.00,0,0.00%
163254993.1628619082,2,00:00:15,50.00%,$0.00,0,0.00%
1632835863.1628587629,2,00:00:00,100.00%,$0.00,0,0.00%
1633963167.1627643030,2,00:00:00,100.00%,$0.00,0,0.00%
1634855108.1628700204,2,00:00:00,100.00%,$0.00,0,0.00%
1639701115.1629483944,2,00:00:00,100.00%,$0.00,0,0.00%
1640619888.1628168422,2,00:00:00,100.00%,$0.00,0,0.00%
1642369291.1630621618,2,00:00:00,100.00%,$0.00,0,0.00%
1643068534.1629338196,2,00:05:48,0.00%,$0.00,0,0.00%
1643879850.1630812864,2,00:01:02,50.00%,$0.00,0,0.00%
164407570.1630808606,2,00:00:10,50.00%,$0.00,0,0.00%
164604515.1629770376,2,00:00:00,100.00%,$0.00,0,0.00%
1646145526.1629481146,2,00:00:00,100.00%,$0.00,0,0.00%
1650366831.1628255712,2,00:00:00,100.00%,$0.00,0,0.00%
1650711013.1629682302,2,00:02:37,50.00%,$13.51,1,50.00%
1650823734.1629479995,2,00:05:31,50.00%,$0.00,0,0.00%
1652261502.1630368133,2,00:00:00,100.00%,$0.00,0,0.00%
1652476963.1630808940,2,00:00:25,50.00%,$0.00,0,0.00%
1652581134.1629496030,2,00:00:00,100.00%,$0.00,0,0.00%
1652758502.1629077613,2,00:00:00,100.00%,$0.00,0,0.00%
1652861036.1630023737,2,00:10:44,0.00%,$0.00,0,50.00%
1653305017.1623774612,2,00:20:08,0.00%,$305.24,2,100.00%
1653315346.1627960462,2,00:00:09,50.00%,$0.00,0,0.00%
1654479576.1630881244,2,00:00:00,100.00%,$0.00,0,0.00%
1655115568.1628362142,2,00:00:00,100.00%,$0.00,0,0.00%
165848357.1628196569,2,00:00:04,50.00%,$0.00,0,0.00%
1658811666.1629733457,2,00:00:00,100.00%,$0.00,0,0.00%
1659688497.1629440447,2,00:00:00,100.00%,$0.00,0,0.00%
1661154143.1628635162,2,00:00:00,100.00%,$0.00,0,0.00%
1661709174.1627841310,2,00:03:19,50.00%,$0.00,0,50.00%
1662616546.1626994769,2,00:00:00,100.00%,$0.00,0,0.00%
1662853746.1630968370,2,00:00:12,50.00%,$0.00,0,0.00%
1664345557.1630303390,2,00:00:00,100.00%,$0.00,0,0.00%
1665838743.1629340199,2,00:01:50,50.00%,$0.00,0,0.00%
1667342066.1630109100,2,00:00:00,100.00%,$0.00,0,0.00%
1669250147.1630941992,2,00:00:00,100.00%,$0.00,0,0.00%
1673168105.1628686360,2,00:00:00,100.00%,$0.00,0,0.00%
1673708463.1629230864,2,00:00:00,100.00%,$0.00,0,0.00%
1675525170.1628800465,2,00:00:23,50.00%,$0.00,0,0.00%
1679139263.1630715765,2,00:00:00,100.00%,$0.00,0,0.00%
1682689837.1630094718,2,00:00:00,100.00%,$0.00,0,0.00%
1683526912.1629317576,2,00:02:46,0.00%,$0.00,0,0.00%
1684930076.1615906219,2,00:04:16,0.00%,$290.21,1,100.00%
1686273189.1629595767,2,00:00:00,100.00%,$0.00,0,0.00%
1691048616.1629143224,2,00:00:00,100.00%,$0.00,0,0.00%
1692764839.1629990255,2,00:00:00,100.00%,$0.00,0,0.00%
1694507699.1627832225,2,00:00:00,100.00%,$0.00,0,0.00%
1695359032.1628818882,2,00:00:00,100.00%,$0.00,0,0.00%
1695765533.1626252218,2,00:00:00,100.00%,$0.00,0,0.00%
1696561547.1628082263,2,00:00:00,100.00%,$0.00,0,0.00%
169826937.1628642161,2,00:00:00,100.00%,$0.00,0,0.00%
17018652.1630248171,2,00:00:00,100.00%,$0.00,0,0.00%
1705063401.1630008328,2,00:00:00,100.00%,$0.00,0,0.00%
1706471859.1630683235,2,00:00:00,100.00%,$0.00,0,0.00%
1709017110.1629417846,2,00:00:00,100.00%,$0.00,0,0.00%
1711540517.1628180051,2,00:00:00,100.00%,$0.00,0,0.00%
1716276022.1628681878,2,00:00:41,0.00%,$0.00,0,0.00%
1716665844.1628150830,2,00:00:00,100.00%,$0.00,0,0.00%
1718545606.1629680091,2,00:00:00,100.00%,$0.00,0,0.00%
1718653402.1629331301,2,00:00:00,100.00%,$0.00,0,0.00%
1720795822.1629408304,2,00:09:15,50.00%,$0.00,0,0.00%
1727315732.1628902308,2,00:00:36,50.00%,$0.00,0,0.00%
172912898.1630528055,2,00:00:00,100.00%,$0.00,0,0.00%
1730100751.1628977021,2,00:03:08,50.00%,$24.03,1,50.00%
173098001.1630348586,2,00:00:00,100.00%,$0.00,0,0.00%
1733097848.1630072955,2,00:00:00,100.00%,$0.00,0,0.00%
1734063953.1629767256,2,00:00:00,100.00%,$0.00,0,0.00%
1736606900.1628163331,2,00:10:00,50.00%,$0.00,0,50.00%
1744389113.1630877094,2,00:02:58,50.00%,$0.00,0,0.00%
1744939830.1630288441,2,00:03:17,50.00%,$15.37,1,100.00%
1747781809.1628892764,2,00:03:43,50.00%,$0.00,0,50.00%
1749504362.1627874879,2,00:00:41,50.00%,$0.00,0,0.00%
1751462606.1630501955,2,00:00:00,100.00%,$0.00,0,0.00%
1753773382.1628304053,2,00:00:40,50.00%,$0.00,0,0.00%
1753887536.1628347822,2,00:00:00,100.00%,$0.00,0,0.00%
1755492886.1630175245,2,00:00:55,50.00%,$0.00,0,0.00%
1763255678.1630238933,2,00:03:50,50.00%,$0.00,0,50.00%
176634404.1629855077,2,00:01:11,0.00%,$0.00,0,0.00%
1768518548.1630509819,2,00:01:19,50.00%,$15.65,1,50.00%
1770081861.1630007248,2,00:00:11,50.00%,$0.00,0,0.00%
1770379104.1629685138,2,00:00:00,100.00%,$0.00,0,0.00%
177144986.1628366834,2,00:00:00,100.00%,$0.00,0,0.00%
1773082986.1630020899,2,00:00:00,100.00%,$0.00,0,0.00%
1774950284.1630117862,2,00:00:00,100.00%,$0.00,0,0.00%
1776749765.1629479652,2,00:17:16,0.00%,$350.76,1,150.00%
1777698406.1629121443,2,00:00:00,100.00%,$0.00,0,0.00%
1779813693.1628370682,2,00:00:00,100.00%,$0.00,0,0.00%
1780447950.1628437912,2,00:06:52,0.00%,$24.03,1,50.00%
1784632701.1627840702,2,00:00:00,100.00%,$0.00,0,0.00%
1785352298.1629026486,2,00:00:00,100.00%,$0.00,0,0.00%
1790329726.1628028310,2,00:00:12,50.00%,$0.00,0,0.00%
1793086588.1628733511,2,00:00:06,50.00%,$0.00,0,0.00%
179357059.1630103540,2,00:00:00,100.00%,$0.00,0,0.00%
1794706682.1628911284,2,00:00:00,100.00%,$0.00,0,0.00%
1795843504.1628914518,2,00:00:00,100.00%,$0.00,0,0.00%
1796345582.1627600780,2,00:00:00,100.00%,$0.00,0,0.00%
1798213694.1573593878,2,00:00:45,50.00%,$0.00,0,0.00%
179931264.1628365012,2,00:01:40,0.00%,$0.00,0,0.00%
1800489923.1627836360,2,00:00:16,50.00%,$0.00,0,0.00%
1802493959.1628525449,2,00:00:00,100.00%,$0.00,0,0.00%
1802885209.1630605000,2,00:00:00,100.00%,$0.00,0,0.00%
180404594.1629083849,2,00:00:19,50.00%,$0.00,0,0.00%
1804997632.1625450525,2,00:04:35,50.00%,$0.00,0,0.00%
1806327492.1630293485,2,00:00:23,50.00%,$0.00,0,0.00%
1807563744.1630369227,2,00:00:00,100.00%,$0.00,0,0.00%
1810306489.1628138046,2,00:00:00,100.00%,$0.00,0,0.00%
1810391295.1630433700,2,00:03:46,0.00%,$30.74,2,100.00%
1810914368.1629306631,2,00:00:18,50.00%,$0.00,0,0.00%
1811987576.1628941622,2,00:00:00,100.00%,$0.00,0,0.00%
1813531114.1627946597,2,00:00:00,100.00%,$0.00,0,0.00%
1813999310.1628804091,2,00:00:28,50.00%,$0.00,0,0.00%
1814057772.1628537246,2,00:00:21,50.00%,$0.00,0,0.00%
1814233109.1630079775,2,00:00:50,50.00%,$432.42,1,50.00%
1816087518.1628110382,2,00:00:00,100.00%,$0.00,0,0.00%
1817560370.1630247028,2,00:04:39,0.00%,$0.00,0,0.00%
1817957779.1629365079,2,00:00:11,50.00%,$0.00,0,0.00%
1820911635.1628733200,2,00:17:59,50.00%,$0.00,0,50.00%
1821226.1629184733,2,00:00:00,100.00%,$0.00,0,0.00%
1822832569.1630895813,2,00:00:00,100.00%,$0.00,0,0.00%
1831912874.1627867458,2,00:00:00,100.00%,$0.00,0,0.00%
1832322978.1630373292,2,00:00:06,50.00%,$0.00,0,0.00%
1833577774.1630794080,2,00:00:00,100.00%,$0.00,0,0.00%
1836498514.1630348523,2,00:00:00,100.00%,$0.00,0,0.00%
1836620116.1628341627,2,00:00:00,100.00%,$0.00,0,0.00%
1837928962.1628555405,2,00:00:00,100.00%,$0.00,0,0.00%
1839606254.1628021915,2,00:00:27,50.00%,$18.51,1,0.00%
184433194.1628411019,2,00:01:19,50.00%,$0.00,0,0.00%
184830150.1630681459,2,00:00:00,100.00%,$0.00,0,0.00%
1851826006.1628738053,2,00:00:00,100.00%,$0.00,0,0.00%
1853161986.1630339859,2,00:00:00,100.00%,$0.00,0,0.00%
1853592568.1630938464,2,00:00:00,100.00%,$0.00,0,0.00%
1854059024.1629212217,2,00:01:13,50.00%,$0.00,0,0.00%
1854709363.1629733738,2,00:10:16,50.00%,$15.65,1,0.00%
1855195887.1629054631,2,00:07:36,0.00%,$0.00,0,100.00%
1856078931.1629161173,2,00:00:19,50.00%,$0.00,0,0.00%
1857697939.1628109056,2,00:00:59,0.00%,$0.00,0,0.00%
1859880307.1628014197,2,00:03:57,0.00%,$10.65,1,150.00%
1860147148.1630006967,2,00:02:09,50.00%,$0.00,0,0.00%
1863106755.1628365962,2,00:02:21,50.00%,$0.00,0,0.00%
1865495019.1630715247,2,00:00:00,100.00%,$0.00,0,0.00%
1867877882.1630624464,2,00:07:23,50.00%,$397.21,1,100.00%
1868977930.1628686772,2,00:03:15,0.00%,$110.51,1,50.00%
1873980252.1627829798,2,00:01:19,50.00%,$0.00,0,0.00%
1877415748.1630304105,2,00:03:10,50.00%,$0.00,0,0.00%
1877617048.1629091329,2,00:04:55,0.00%,$8.37,1,50.00%
1879726643.1630885380,2,00:07:41,50.00%,$0.00,0,0.00%
1882704489.1628346187,2,00:00:00,100.00%,$0.00,0,0.00%
188285428.1629425236,2,00:00:00,100.00%,$0.00,0,0.00%
1883447748.1629263995,2,00:00:06,50.00%,$0.00,0,0.00%
1884247034.1628079933,2,00:00:00,100.00%,$0.00,0,0.00%
1884329461.1628745478,2,00:02:40,50.00%,$0.00,0,50.00%
1885652416.1629152862,2,00:00:00,100.00%,$0.00,0,0.00%
1886812401.1629670963,2,00:00:00,100.00%,$0.00,0,0.00%
1887722696.1629339999,2,00:00:00,100.00%,$0.00,0,0.00%
1890249414.1628618592,2,00:01:15,50.00%,$0.00,0,0.00%
1893600855.1630435933,2,00:00:00,100.00%,$0.00,0,0.00%
1894221046.1628729677,2,00:02:51,50.00%,$15.51,1,50.00%
1894609952.1610016854,2,00:00:00,100.00%,$0.00,0,0.00%
1895488097.1628633604,2,00:01:13,50.00%,$0.00,0,0.00%
1906795247.1630162506,2,00:10:11,50.00%,$28.02,1,50.00%
1909098755.1628095603,2,00:00:28,0.00%,$0.00,0,0.00%
1909725068.1629125021,2,00:00:00,100.00%,$0.00,0,0.00%
1911685732.1627858569,2,00:00:00,100.00%,$0.00,0,0.00%
191335169.1627819014,2,00:20:05,50.00%,$0.00,0,0.00%
1915210386.1630109055,2,00:02:11,50.00%,$18.20,1,50.00%
1917813656.1629766139,2,00:00:00,100.00%,$0.00,0,0.00%
1918763421.1630009508,2,00:00:00,100.00%,$0.00,0,0.00%
1919207236.1629911527,2,00:00:00,100.00%,$0.00,0,0.00%
1919406476.1628613169,2,00:00:27,50.00%,$0.00,0,0.00%
1921939712.1627938369,2,00:00:00,100.00%,$0.00,0,0.00%
1924070382.1628195941,2,00:00:16,50.00%,$0.00,0,0.00%
1924821351.1629044029,2,00:00:55,50.00%,$0.00,0,0.00%
192776779.1628583319,2,00:00:11,50.00%,$0.00,0,0.00%
193005347.1629468729,2,00:12:37,50.00%,$0.00,0,0.00%
1930423486.1628283339,2,00:00:00,100.00%,$0.00,0,0.00%
1931556663.1627923609,2,00:00:00,100.00%,$0.00,0,0.00%
1931976899.1630181777,2,00:00:34,50.00%,$0.00,0,0.00%
1932343707.1628967657,2,00:00:00,100.00%,$0.00,0,0.00%
1933966691.1628214309,2,00:00:00,100.00%,$0.00,0,0.00%
1934398012.1629592580,2,00:00:00,100.00%,$0.00,0,0.00%
1935924260.1629767438,2,00:01:24,50.00%,$0.00,0,0.00%
1938080348.1629206760,2,00:00:11,50.00%,$0.00,0,0.00%
1940651730.1630770022,2,00:00:18,50.00%,$0.00,0,0.00%
1941968046.1630077707,2,00:03:14,0.00%,$25.52,1,100.00%
1942144727.1628060971,2,00:00:00,100.00%,$0.00,0,0.00%
1943538396.1630424420,2,00:00:00,100.00%,$0.00,0,0.00%
19473764.1630555105,2,00:00:00,100.00%,$0.00,0,0.00%
1947495845.1629485601,2,00:03:41,0.00%,$15.27,1,100.00%
1949548482.1628778855,2,00:01:00,50.00%,$0.00,0,0.00%
1950437046.1628903870,2,00:00:00,100.00%,$0.00,0,0.00%
1951510267.1628492014,2,00:00:00,100.00%,$0.00,0,0.00%
1951967581.1628711309,2,00:03:48,0.00%,$22.64,1,100.00%
19524036.1628884299,2,00:00:00,100.00%,$0.00,0,0.00%
1952524862.1630020777,2,00:00:00,100.00%,$0.00,0,0.00%
1952826486.1629314627,2,00:00:11,50.00%,$0.00,0,0.00%
195378464.1630283871,2,00:11:23,50.00%,$0.00,0,50.00%
1954737644.1629990534,2,00:00:35,0.00%,$0.00,0,0.00%
1961054593.1630822908,2,00:00:05,50.00%,$0.00,0,0.00%
196239050.1629134624,2,00:00:00,100.00%,$0.00,0,0.00%
1970674983.1629329223,2,00:01:03,50.00%,$0.00,0,0.00%
1972012563.1630381609,2,00:13:49,0.00%,$0.00,0,0.00%
1973335310.1629069191,2,00:00:00,100.00%,$0.00,0,0.00%
1977342889.1629317556,2,00:00:00,100.00%,$0.00,0,0.00%
1978202782.1630360465,2,00:00:00,100.00%,$0.00,0,0.00%
1982401766.1629172520,2,00:00:00,100.00%,$0.00,0,0.00%
198317968.1630459390,2,00:00:00,100.00%,$0.00,0,0.00%
198408586.1627955822,2,00:04:52,50.00%,$18.65,1,100.00%
1986456599.1628436216,2,00:00:00,100.00%,$0.00,0,0.00%
1987483416.1629480665,2,00:00:00,100.00%,$0.00,0,0.00%
1990139130.1630480647,2,00:01:09,50.00%,$0.00,0,0.00%
199063802.1630552149,2,00:03:47,0.00%,$18.27,1,50.00%
1991862881.1630459500,2,00:00:00,100.00%,$0.00,0,0.00%
1994643025.1627825222,2,00:00:38,0.00%,$0.00,0,0.00%
1996853112.1628577298,2,00:00:00,100.00%,$0.00,0,0.00%
2001503304.1629074370,2,00:00:11,0.00%,$0.00,0,0.00%
2001542996.1628173743,2,00:00:00,100.00%,$0.00,0,0.00%
2001910790.1630352737,2,00:01:57,50.00%,$0.00,0,0.00%
2002390577.1628959100,2,00:00:26,0.00%,$0.00,0,0.00%
2004089337.1628159252,2,00:00:00,100.00%,$0.00,0,0.00%
2007326141.1628723351,2,00:01:56,0.00%,$15.65,1,50.00%
2009046303.1629414082,2,00:00:00,100.00%,$0.00,0,0.00%
2011711246.1628018863,2,00:00:00,100.00%,$0.00,0,0.00%
2013000071.1629157900,2,00:00:00,100.00%,$0.00,0,0.00%
2013259237.1629432141,2,00:02:49,0.00%,$0.00,0,50.00%
2014172306.1630422641,2,00:00:00,100.00%,$0.00,0,0.00%
2018172787.1629944009,2,00:00:00,100.00%,$0.00,0,0.00%
2024443810.1629126311,2,00:01:25,50.00%,$0.00,0,0.00%
2030859258.1630009375,2,00:00:00,100.00%,$0.00,0,0.00%
2033226942.1629393351,2,00:00:01,50.00%,$0.00,0,0.00%
2035626602.1628978769,2,00:00:00,100.00%,$0.00,0,0.00%
2037600958.1629611032,2,00:12:35,0.00%,$0.00,0,0.00%
2037779868.1629414868,2,00:02:52,50.00%,$16.70,1,100.00%
2039280377.1629940936,2,00:00:00,100.00%,$0.00,0,0.00%
2043220773.1628531581,2,00:01:19,50.00%,$0.00,0,0.00%
2043856723.1630189280,2,00:00:07,50.00%,$0.00,0,0.00%
2045485225.1629819584,2,00:00:12,50.00%,$0.00,0,0.00%
2045635816.1630102737,2,00:00:00,100.00%,$0.00,0,0.00%
2045939888.1630118079,2,00:00:00,100.00%,$0.00,0,0.00%
204743063.1628881975,2,00:02:19,50.00%,$0.00,0,0.00%
2047974755.1629125800,2,00:00:00,100.00%,$0.00,0,0.00%
2048918393.1627949506,2,00:02:40,50.00%,$0.00,0,0.00%
2050148436.1627883489,2,00:00:00,100.00%,$0.00,0,0.00%
2052195195.1628380779,2,00:00:00,100.00%,$0.00,0,0.00%
2055465681.1630500563,2,00:00:00,100.00%,$0.00,0,0.00%
2055567546.1630005335,2,00:00:00,100.00%,$0.00,0,0.00%
2058106098.1630257893,2,00:00:00,100.00%,$0.00,0,0.00%
2058586668.1628015674,2,00:12:53,0.00%,$19.88,1,100.00%
2058764773.1628537384,2,00:00:00,100.00%,$0.00,0,0.00%
2062091419.1629235692,2,00:00:50,50.00%,$0.00,0,0.00%
2063476926.1628892196,2,00:00:21,50.00%,$0.00,0,0.00%
2065120759.1628607622,2,00:00:00,100.00%,$0.00,0,0.00%
2070961596.1628612043,2,00:03:59,50.00%,$0.00,0,50.00%
2072048323.1628963524,2,00:00:00,100.00%,$0.00,0,0.00%
2073148090.1627947039,2,00:04:45,0.00%,$0.00,0,0.00%
2074416792.1628983266,2,00:00:12,50.00%,$0.00,0,0.00%
2075660748.1630253336,2,00:00:00,100.00%,$0.00,0,0.00%
2079596921.1628742891,2,00:02:10,50.00%,$13.65,1,100.00%
208057481.1628914141,2,00:00:00,100.00%,$0.00,0,0.00%
2081079141.1628711205,2,00:00:00,100.00%,$0.00,0,0.00%
2082341784.1630411665,2,00:05:45,0.00%,$0.00,0,0.00%
2085198304.1630428752,2,00:00:49,50.00%,$0.00,0,0.00%
208695575.1629071164,2,00:00:00,100.00%,$0.00,0,0.00%
2089925677.1628778442,2,00:04:10,0.00%,$0.00,0,0.00%
209205627.1630470102,2,00:00:00,100.00%,$0.00,0,0.00%
2102168478.1630273101,2,00:08:38,50.00%,$0.00,0,50.00%
2102722337.1628524487,2,00:04:52,50.00%,$0.00,0,50.00%
2103000246.1628289329,2,00:00:00,100.00%,$0.00,0,0.00%
2104693616.1630376167,2,00:00:00,100.00%,$0.00,0,0.00%
2104739607.1629940372,2,00:00:00,100.00%,$0.00,0,0.00%
2108406154.1629673065,2,00:00:13,50.00%,$0.00,0,0.00%
2110076736.1630431772,2,00:00:00,100.00%,$0.00,0,0.00%
2110351401.1628009540,2,00:00:30,50.00%,$0.00,0,0.00%
2111175333.1627912919,2,00:00:52,50.00%,$29.75,1,50.00%
2115547321.1628688151,2,00:00:00,100.00%,$0.00,0,0.00%
2117414698.1628191913,2,00:00:22,0.00%,$0.00,0,0.00%
2119673940.1628565353,2,00:03:51,50.00%,$13.37,1,100.00%
2119825007.1629144850,2,00:06:04,50.00%,$29.30,2,100.00%
2123492879.1628967798,2,00:00:00,100.00%,$0.00,0,0.00%
2124805809.1628019905,2,00:02:44,50.00%,$15.27,1,100.00%
2125543634.1628757483,2,00:00:00,100.00%,$0.00,0,0.00%
2125875128.1629079549,2,00:00:12,50.00%,$0.00,0,0.00%
2126133160.1629489978,2,00:02:15,50.00%,$0.00,0,50.00%
2126993963.1628631538,2,00:10:34,0.00%,$14.17,1,50.00%
2127060658.1629934554,2,00:00:00,100.00%,$0.00,0,0.00%
2127324493.1628897217,2,00:29:28,0.00%,$0.00,0,100.00%
2134520900.1628530986,2,00:13:36,0.00%,$431.24,1,100.00%
2135662450.1628640089,2,00:08:56,50.00%,$153.97,1,50.00%
2136096059.1629695497,2,00:03:12,0.00%,$0.00,0,50.00%
2136457240.1629660181,2,00:00:00,100.00%,$0.00,0,0.00%
213648740.1630550713,2,00:00:00,100.00%,$0.00,0,0.00%
2137799689.1630096995,2,00:00:00,100.00%,$0.00,0,0.00%
2139978809.1629123700,2,00:00:21,50.00%,$0.00,0,0.00%
2140619109.1629996533,2,00:18:53,0.00%,$0.00,0,50.00%
2142779487.1628704883,2,00:01:47,50.00%,$0.00,0,0.00%
214413259.1629324188,2,00:01:47,50.00%,$15.65,1,100.00%
2145258919.1630602693,2,00:00:00,100.00%,$0.00,0,0.00%
214666432.1628790140,2,00:00:00,100.00%,$0.00,0,0.00%
2146883538.1630014930,2,00:01:38,0.00%,$18.65,1,50.00%
216866040.1629208466,2,00:00:00,100.00%,$0.00,0,0.00%
217781191.1630510867,2,00:00:00,100.00%,$0.00,0,0.00%
231678293.1630293122,2,00:01:07,50.00%,$23.27,1,50.00%
235797625.1630877048,2,00:07:05,0.00%,$0.00,0,0.00%
242888717.1628707938,2,00:00:00,100.00%,$0.00,0,0.00%
245207607.1629212508,2,00:00:00,100.00%,$0.00,0,0.00%
249773311.1630203739,2,00:05:12,50.00%,$0.00,0,0.00%
253814775.1628041569,2,00:07:02,50.00%,$14.03,1,100.00%
254408527.1628190816,2,00:00:00,100.00%,$0.00,0,0.00%
259559230.1617997292,2,00:13:30,0.00%,$0.00,0,50.00%
267317822.1630893947,2,00:00:00,100.00%,$0.00,0,0.00%
270234375.1629147517,2,00:00:48,50.00%,$0.00,0,0.00%
270691474.1628843824,2,00:00:00,100.00%,$0.00,0,0.00%
273904846.1628644983,2,00:00:31,50.00%,$0.00,0,0.00%
276892265.1630523874,2,00:02:49,0.00%,$0.00,0,50.00%
2795035.1629051673,2,00:02:23,50.00%,$0.00,0,0.00%
279587554.1628703522,2,00:00:00,100.00%,$0.00,0,0.00%
281114072.1629156739,2,00:00:00,100.00%,$0.00,0,0.00%
285080229.1629315221,2,00:00:00,100.00%,$0.00,0,0.00%
285494287.1628601877,2,00:00:45,50.00%,$0.00,0,0.00%
285969836.1629750950,2,00:00:00,100.00%,$0.00,0,0.00%
288155447.1628872655,2,00:00:00,100.00%,$0.00,0,0.00%
288168657.1628009754,2,00:00:00,100.00%,$0.00,0,0.00%
288762091.1628803827,2,00:02:55,50.00%,$15.65,1,100.00%
288956437.1628656128,2,00:00:00,100.00%,$0.00,0,0.00%
289171248.1629342210,2,00:00:00,100.00%,$0.00,0,0.00%
289730192.1629347709,2,00:00:00,100.00%,$0.00,0,0.00%
290215945.1630876355,2,00:00:50,50.00%,$0.00,0,0.00%
290616573.1630452967,2,00:01:02,0.00%,$0.00,0,0.00%
292215793.1628953591,2,00:00:00,100.00%,$0.00,0,0.00%
292409383.1630190820,2,00:00:00,100.00%,$0.00,0,0.00%
292816577.1628132058,2,00:08:12,50.00%,$0.00,0,0.00%
296445859.1628842009,2,00:00:00,100.00%,$0.00,0,0.00%
296450260.1630454232,2,00:02:23,50.00%,$0.00,0,0.00%
296674465.1628625961,2,00:00:00,100.00%,$0.00,0,0.00%
297460222.1630249191,2,00:03:08,50.00%,$0.00,0,0.00%
298236686.1628986040,2,00:00:00,100.00%,$0.00,0,0.00%
307184112.1628462707,2,00:00:00,100.00%,$0.00,0,0.00%
307394590.1629312508,2,00:00:00,100.00%,$0.00,0,0.00%
307973527.1629241583,2,00:00:00,100.00%,$0.00,0,0.00%
308194725.1629324461,2,00:00:00,100.00%,$0.00,0,0.00%
308643893.1628890702,2,00:00:00,100.00%,$0.00,0,0.00%
311078881.1628370919,2,00:00:00,100.00%,$0.00,0,0.00%
